title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
Eigenius: A Typed Knowledge-Graph DBMS with Epistemic Stratification and Institution-Mediated Reasoning,"Hans-Martin Will, Allen L. Brown Jr., Matthew Fuchs",2026-08-05,2026-08-06,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.04457,,2608.04457,2026,day,openalex,medium,2026-08-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,60,uncertain,medium,partial_full_text,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-12T09:39:13+00:00,"The available evidence is mixed or incomplete. Automated score 60/100, medium confidence, based on partial full text.","Code, data, or research artifacts are described as available.; Formal definitions or proof-oriented evidence is present.",,,,,0.9300,False,False,,2026-08-09,2026-08-06 09:09:40
EviGraph: Evidence-Guided Autonomous Research Agents,"任振江, Ruiji Li, Xujing Zhang, Ziliang Pang, Shuo Ren, Jiajun Zhang",2026-08-05,2026-08-06,relevant,91,deep-research-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2608.04738,10.48550/arxiv.2608.04738,2608.04738,2026,day,openalex,medium,2026-08-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,67,uncertain,medium,partial_full_text,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-12T09:39:14+00:00,"The available evidence is mixed or incomplete. Automated score 67/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; A baseline or comparison system is described.,,,,,0.9100,False,False,,2026-08-10,2026-08-06 09:09:37
Adversarial Fast-Moving Real-World Domains as Test Beds for Benchmarking AI Scientist Capabilities,"William Bolton, Philip Torr",2026-08-04,2026-08-05,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.03569,10.48550/arxiv.2608.03569,2608.03569,2026,day,openalex,medium,2026-08-04,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,82,promising,medium,partial_full_text,theoretical,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-11T07:41:08+00:00,"The available evidence suggests a credible contribution with some limitations. Automated score 82/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; Formal definitions or proof-oriented evidence is present.,,,,,0.9300,False,False,,2026-08-08,2026-08-05 09:09:17
Training Documents Reranker with Search Rubrics for Deep Research Agent,"Wenhan Liu, Yu Lu, Qiaolin Xia, Hui Xu, Tong Zhao, Jian Xi, Yutao Zhu, Haijin Liang, Haibo Shi, Hao Wang, Zhicheng Dou",2026-08-04,2026-08-05,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.03527,10.48550/arxiv.2608.03527,2608.03527,2026,day,openalex,medium,2026-08-04,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,64,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-10T08:10:34+00:00,"The available evidence is mixed or incomplete. Automated score 64/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.,Meaningful evaluation appears to be deferred to future work in the available text.,No reproducible review or selection methodology was detected.,,,0.9100,False,False,,2026-08-08,2026-08-05 09:09:11
A New Paradigm: Agentic AI for Scientific Discovery,Alexander Taktakidze,2026-08-02,2026-08-04,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.65649/ukh4n33x,10.65649/ukh4n33x,,2026,day,openalex,medium,2026-08-02,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-08-04,2026-08-04 09:12:12
An Independent Evaluation of AI Scientist v2 on Biomedical Research Tasks,Dyuthi Vallamsetty,2026-08-02,2026-08-04,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21754161,10.5281/zenodo.21754161,,2026,day,openalex,medium,2026-08-02,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-08T07:18:54+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.9300,False,False,,2026-08-03,2026-08-04 09:12:12
De la hipótesis al manuscrito: ¿puede una inteligencia artificial conducir una investigación computacional completa?,Jose Andres Viñán Carrasco,2026-08-02,2026-08-07,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21755495,10.5281/zenodo.21755495,,2026,day,openalex,medium,2026-08-02,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-09T07:20:12+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,,,,0.9300,False,False,,2026-08-03,2026-08-07 07:44:53
"Same Atomic Content, Different Falsification Histories: A causal protocol for testing whether AI scientists inherit falsification",Yifan Chen,2026-08-02,2026-08-04,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21758297,10.5281/zenodo.21758297,,2026,day,openalex,medium,2026-08-02,repository_only,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-09T07:20:12+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,Comparative claims were detected without a suitable baseline in the available text.,,,,0.9300,False,False,,2026-08-03,2026-08-04 09:12:12
A PRISMA-Aligned Agentic Framework for Medical Systematic Reviews and Evidence Synthesis,"Haoming Huang, Qiaoyu Zheng, Pengcheng Qiu, Weike Zhao, Ya Zhang, Weidi Xie, Yanfeng Wang, Xiaoman Zhang, Chaoyi Wu",2026-08-02,2026-08-05,relevant,91,deep-research-agents,openalex,https://doi.org/10.64898/2026.07.30.26359375,10.64898/2026.07.30.26359375,,2026,day,openalex,medium,2026-08-02,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-05,2026-08-05 09:09:21
Deep Research Pretraining via Predictive Navigation,"Jiang Zhou, Zhiyuan Fan, Xing Wu, Tinghao Yu, Feng Zhang, Lilin Wang",2026-08-01,2026-08-04,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.00432,10.48550/arxiv.2608.00432,2608.00432,2026,day,openalex,medium,2026-08-01,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-08,2026-08-04 09:12:02
FinDeepIndicator: Benchmarking Deep Research Agents in End-to-End Financial Indicator Construction,"Chaoqun Yang, Fengbin Zhu, Xinyu Lin, Long Bai, Xiaoluan Liu, Ke-Wei Huang, Roger Zimmermann, Tat-Seng Chua",2026-08-01,2026-08-04,relevant,91,deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2608.00764,10.48550/arxiv.2608.00764,2608.00764,2026,day,openalex,medium,2026-08-01,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-08,2026-08-04 09:12:02
Towards Reliable AI Scientists,H T Liu,2026-08-01,2026-06-29,relevant,90,ai-scientist; scientific-discovery; evaluation; deep-research-agents,openalex,https://doi.org/10.6082/gep96-ycs43,10.6082/gep96-ycs43,,2026,day,openalex,medium,2026-08-01,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-01,2026-06-29 05:17:00
"Educating the Agentic Engineer: Curricula, Collaboration, and Continuous Learning in the AI Era",Mamdouh Alenezi,2026-07-31,2026-08-03,relevant,93,citation-grounding; deep-research-agents,arxiv,https://arxiv.org/abs/2607.29610v1,,2607.29610,2026,day,arxiv,high,2026-07-31,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,49,weak,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-04T09:12:28+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 49/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; Limitations or threats to validity are acknowledged.; Dataset documentation, quality control, licensing, or ethics is discussed.",,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",49,No meaningful evaluation or suitable comparison was detected for the central systems/method claim.,0.9300,False,False,2026-07-31,2026-07-31,2026-08-03 10:08:59
Deep Research Agent: An AI-Powered System for Automated Research Paper Analysis and Citation-Based Answer Generation,"Mukul Negi, Rajdeep Ramola, Vipul Bijalwan, Gopal Datt, Aakanksha Pundir",2026-07-31,2026-08-02,relevant,91,deep-research-agents,openalex,https://doi.org/10.65890/race.v2i2.204,10.65890/race.v2i2.204,,2026,day,openalex,medium,2026-07-31,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-01,2026-08-02 08:39:26
Google DeepMind and Edison Are Building the AI Scientist,Fay Lin,2026-07-29,2026-07-31,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.1177/27681572261475914,10.1177/27681572261475914,,2026,day,openalex,medium,2026-07-29,peer_reviewed,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,,unknown,low,metadata_only,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-05T09:09:36+00:00,Not enough evidence was available for an automated scholarly-quality assessment.,,,Not enough paper content was available for a defensible scholarly-quality score.; No abstract or extractable full text was available.,,,0.9300,False,False,,2026-08-04,2026-07-31 09:19:29
OmniQEC: discovering practical quantum error-correcting codes by an AI scientist,"Ge Yan, S. X. Li, Pengyue Ma, Qixin Zhang, Pingchuan Ma, Jianping Wang, Min-Hsiu Hsieh, Yuxuan Du",2026-07-28,2026-07-29,relevant,93,ai-scientist; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2607.25865,10.48550/arxiv.2607.25865,2607.25865,2026,day,openalex,medium,2026-07-28,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-08-01,2026-07-29 09:13:29
"When the Instrument Studies Itself: A Systematic Map of Autonomous AI Research Systems (2024-2026), Conducted by a Frontier Language Model","Khristian Kopachelli, claude fable 5",2026-07-26,2026-07-27,relevant,93,ai-scientist; deep-research-agents,openalex,https://doi.org/10.5281/zenodo.21577092,10.5281/zenodo.21577092,,2026,day,openalex,medium,2026-07-26,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9300,False,False,,2026-07-27,2026-07-27 10:14:11
