title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
The Judgment Layer: Turning Agent Memory into Wisdom,Mike Norton,2026-08-20,2026-08-23,relevant,100,agent-memory; long-term-memory; memory-types; benchmark; evaluation; memory-systems; llm-agents,openalex,https://dhare.com.au,10.5281/zenodo.22025637,,2026,day,openalex,medium,2026-08-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-26,2026-08-23 06:00:55
Mitigating Identity Essentialism in LLM Agents with Longitudinal Life Trajectories,"Hexi Wang, Yujia Zhou, Bangde Du, Weihang Su, Xinyuan Cao, Qingyi Pan, Qingyao Ai, Yueyue Wu, Min Zhang, Yiqun Liu",2026-08-20,2026-08-21,relevant,91,llm-agents; parametric-memory; agent-memory; memory-systems,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2608.19621,10.48550/arxiv.2608.19621,2608.19621,2026,day,openalex,medium,2026-08-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-29,2026-08-21 07:09:43
"Remember, Verify, or Ask? Cross-Family Evaluation of Memory Commitment in LLM Agents","Baichuan Li, Junyi Yao, Zihao Zheng",2026-08-20,2026-08-21,relevant,91,llm-agents; long-term-memory; evaluation; agent-memory; memory-systems,openalex; arxiv,https://arxiv.org/abs/2608.19564,10.48550/arxiv.2608.19564,2608.19564,2026,day,openalex,medium,2026-08-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-21 07:09:43
Can Agent Memory Systems Track Evolving State?,"Xinyi Fan, Miri Liu, Ruozhen Yang, Siru Ouyang, Jiawei Han",2026-08-20,2026-08-21,relevant,90,agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.19652,10.48550/arxiv.2608.19652,2608.19652,2026,day,openalex,medium,2026-08-20,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-28,2026-08-21 07:09:43
Cognoscenti: A Benchmark for Trustworthy AI Memory,Marvin Danig,2026-08-19,2026-08-21,relevant,99,benchmark; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.6084/m9.figshare.33288195,10.6084/m9.figshare.33288195,,2026,day,openalex,medium,2026-08-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-08-22,2026-08-21 07:10:05
Adaptive Memory and Reflection Multi-Agent System for Medical Question Answering,"Pradeep Murugesan, Luoxiao Yang, Xueli Chen, Xinqi Fan",2026-08-19,2026-08-20,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.19029,10.48550/arxiv.2608.19029,2608.19029,2026,day,openalex,medium,2026-08-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-20 07:08:36
MemFuse: Multi-Source Memory Fusion from Fragmented Observations,"Chao Li, Yuanfa Li, Wenhao Wu, Xule Liu, Zhi Wang, Kun Shao",2026-08-19,2026-08-20,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.18704,10.48550/arxiv.2608.18704,2608.18704,2026,day,openalex,medium,2026-08-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-20 07:08:36
Report on The 1st Workshop on Human-Centered Proactive and Personalized Agents for Interactive Information Access at CHIIR 2026,"Kirandeep Kaur, Vinayak Gupta, Tanya Roosta, Madhura Raju, Grace Hui Yang, Chirag Shah",2026-08-19,2026-08-20,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2608.18638v1,10.13140/RG.2.2.18354.57283,2608.18638,2026,day,arxiv,high,2026-08-19,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-08-19,2026-08-19,2026-08-20 07:08:36
D$^2$ACCI: A Dual-Loop Diagnostic Protocol for Evidence-Preserving Agent Memory,"Xule Liu, Yijun Liu, Chao Li, Shao Kun",2026-08-18,2026-08-19,relevant,100,agent-memory; llm-agents; long-term-memory; memory-policy; benchmark; memory-systems,openalex; arxiv,https://arxiv.org/abs/2608.17756,10.48550/arxiv.2608.17756,2608.17756,2026,day,openalex,medium,2026-08-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-27,2026-08-19 07:07:42
A Persistent Fleet of AI Scientists Exhibits Cooperative and Autopoietic Behavior,"M. Patel, Wesley A. Wierson, Stephen C. Ekker",2026-08-18,2026-08-22,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.64898/2026.08.16.745122,10.64898/2026.08.16.745122,,2026,day,openalex,medium,2026-08-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-23,2026-08-22 07:02:03
"Multi-turn Conversational AI from Text to Multimodal Interaction: Data, Models, Evaluation, and Open Challenges","Syeda Faiza Ahmed, Zien Sheikh Ali, Hunzalah Hassan Bhatti, Firoj Alam, Shammur Absar Chowdhury",2026-08-18,2026-08-19,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.17605,10.48550/arxiv.2608.17605,2608.17605,2026,day,openalex,medium,2026-08-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-19 07:07:42
"Rank-Bounded Agent Memory: A Storage-Level, By-Design Defense Against Memory-Poisoning Attacks",Ivan Verbovoy,2026-08-18,2026-08-20,relevant,91,agent-memory; llm-agents; long-term-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21994004,10.5281/zenodo.21994004,,2026,day,openalex,medium,2026-08-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-19,2026-08-20 07:09:05
What Does Each Memory Feature Buy? A Measured Audit of an Agent Memory System,Kristian Baer,2026-08-18,2026-08-20,relevant,90,agent-memory; memory-systems; evaluation; llm-agents,openalex,https://doi.org/10.5281/zenodo.22002653,10.5281/zenodo.22002653,,2026,day,openalex,medium,2026-08-18,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-19,2026-08-20 07:09:05
FTA-Mem: Fact-Time-Affect Anchored Memory for Low-Density Long-Term Dialogue,"Chang Liu, Shuyi Zhang, Changsheng Ma, Yongfeng Tao, Minqiang Yang, Bin Hu",2026-08-17,2026-08-18,relevant,100,long-term-memory; benchmark; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.16303,10.48550/arxiv.2608.16303,2608.16303,2026,day,openalex,medium,2026-08-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-27,2026-08-18 07:06:59
Memory Governance For AI Agents: Defending Against Cognitive State Traps,Ayush Jain,2026-08-17,2026-08-20,relevant,100,agent-memory; long-term-memory; memory-policy; evaluation; memory-systems; llm-agents,openalex,https://doi.org/10.70917/ijcisim-2026-4808,10.70917/ijcisim-2026-4808,,2026,day,openalex,medium,2026-08-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-21,2026-08-20 07:09:05
"What to Remember, What to Reveal: Privacy-Aware Memory for Conversational Agents","Wenjie Wang, Wenhe Si, Xinyue Xu, Yue Xu",2026-08-17,2026-08-18,relevant,100,long-term-memory; benchmark; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.16551,10.48550/arxiv.2608.16551,2608.16551,2026,day,openalex,medium,2026-08-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-27,2026-08-18 07:06:59
KernelArc: A Multi-Agent Framework for GPU Kernel Optimization,"Joyjit Kundu, Ben Stoffelen, Kaili Wang, Peter Vrancx, Ludovic Denoyer",2026-08-17,2026-08-19,relevant,99,benchmark; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2608.17071v2,,2608.17071,2026,day,arxiv,high,2026-08-17,67,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-26T07:14:07+00:00,"The available evidence is mixed or incomplete. Automated score 67/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; An ablation analysis is reported.,,,,,0.9484,False,False,2026-08-20,2026-08-20,2026-08-19 07:07:42
The Working Set of a Coding Agent: Coherence Debt in Repository-Scale Tasks,"Bardia Mohammadi, Lars Klein, Aman Chadha, Akhil; id_orcid 0000-0002-8650-8213 Arora, Laurent Bindschaedler",2026-08-17,2026-08-18,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.16630,10.48550/arxiv.2608.16630,2608.16630,2026,day,openalex,medium,2026-08-17,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-18 07:06:59
"Grounds, Frames, and Standing: The Absorbable and Irreducible Classes of Human Intervention in Agentic Work",Jongsun Suh,2026-08-16,2026-08-19,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21967475,10.5281/zenodo.21967475,,2026,day,openalex,medium,2026-08-16,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-18,2026-08-19 07:08:03
Harness the Memory: A Holistic Evaluation of Memory Substrates in Memory Agents,"Wei-Chieh Huang, Weizhi Zhang, Yuchen Wu, Yankai Chen, Eric Hanchen Jiang, Wooseong Yang, Yiwei Yang, Henry Peng Zou, Hanrong Zhang, Ying Nian Wu, Haolun Wu, Kai-Wei Chang, Philip S. Yu, Xue Liu, Aylin Caliskan",2026-08-15,2026-08-18,relevant,91,agent-memory; llm-agents; memory-systems; long-term-memory; evaluation,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2608.15008,10.48550/arxiv.2608.15008,2608.15008,2026,day,openalex,medium,2026-08-15,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-27,2026-08-18 07:06:59
pi-canon: Pricing Recall in Long-Term Memory for AI Agents,Shane Conner,2026-08-15,2026-08-19,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21960351,10.5281/zenodo.21960351,,2026,day,openalex,medium,2026-08-15,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-18,2026-08-19 07:08:04
When Personal Memory Has No Single Answer: Evaluating LLM Agents under Irreducible Conflict,"Lu Yang, Shusheng Xu, Zhuoran Li, Tongkai Yang, Longbo Huang",2026-08-14,2026-08-17,relevant,99,llm-agents; benchmark; evaluation; agent-memory; memory-systems,openalex; arxiv,https://arxiv.org/abs/2608.13921,10.48550/arxiv.2608.13921,2608.13921,2026,day,openalex,medium,2026-08-14,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-08-21,2026-08-17 07:18:23
ERSkill: Evolving for Skill-Guided Adaptive Memory Retrieval,"Haolong Chen, Liang Zhang, Zhuo Li, Lei Xue, Guanrxu Zhu",2026-08-13,2026-08-14,relevant,100,agent-memory; llm-agents; long-term-memory; memory-policy; memory-systems,openalex; arxiv,https://arxiv.org/abs/2608.12720,10.48550/arxiv.2608.12720,2608.12720,2026,day,openalex,medium,2026-08-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-18,2026-08-14 07:53:25
LycheeMemory V2: Efficient Long-Term Memory for LLM Agents via Semantic Segment-Level Consolidation,"Dongfang Li, Zixuan Liu, Junmai Wang, Jiahe Huang, Fuhao Li, Bonian Jia, Baotian Hu, Min Zhang",2026-08-13,2026-08-14,relevant,100,agent-memory; llm-agents; memory-systems; long-term-memory; benchmark,openalex; arxiv,https://arxiv.org/abs/2608.12990,10.48550/arxiv.2608.12990,2608.12990,2026,day,openalex,medium,2026-08-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-18,2026-08-14 07:53:25
RippleMem: From Isolated Retrieval to Associative Recollection for Long-Term Agent Memory,"Jingbo Ji, Lingyi Li, Xilong Cheng, Yuhao Zhou, Wenji Zhang, Yuting Tan, Yunxiao Qin",2026-08-13,2026-08-14,relevant,100,agent-memory; long-term-memory; memory-types; benchmark; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.13334,10.48550/arxiv.2608.13334,2608.13334,2026,day,openalex,medium,2026-08-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-21,2026-08-14 07:53:25
"A Virological Model of Prompt Injection in Agentic AI: Within-Agent Replication, Latent Reservoirs, and Quasispecies Escape as a Multi-Scale Defence Framework",Yasir Musawar,2026-08-13,2026-08-18,relevant,91,agent-memory; long-term-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21910586,10.5281/zenodo.21910586,,2026,day,openalex,medium,2026-08-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-14,2026-08-18 07:07:20
When to Remember: A Preregistered Study of Failure-Memory Delivery Timing in an LLM Coding Agent,Joshua S Warren,2026-08-13,2026-08-15,relevant,90,agent-memory; llm-agents; memory-systems; evaluation,openalex,https://doi.org/10.5281/zenodo.21922630,10.5281/zenodo.21922630,,2026,day,openalex,medium,2026-08-13,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-21,2026-08-15 06:59:46
The Sleeping Agent: What Gist-Based Context Compression Loses and Why,Nicholas E. Kyrkewood,2026-08-12,2026-08-13,relevant,100,llm-agents; memory-policy; benchmark; agent-memory; memory-systems,arxiv,https://arxiv.org/abs/2608.11775v1,,2608.11775,2026,day,arxiv,high,2026-08-12,61,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-19T07:08:27+00:00,"The available evidence is mixed or incomplete. Automated score 61/100, medium confidence, based on partial full text.","The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; An ablation analysis is reported.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.",,,,,0.9493,False,False,2026-08-12,2026-08-12,2026-08-13 07:56:02
Governed Persistent Memory: Source-Bound State Semantics and Fail-Closed Release for Long-Horizon Agents,Guodong Xu,2026-08-12,2026-08-14,relevant,91,agent-memory; long-term-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.12476,10.48550/arxiv.2608.12476,2608.12476,2026,day,openalex,medium,2026-08-12,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-18,2026-08-14 07:53:25
RAF-LLM: A retrieval-augmented large language model framework for remaining useful life prediction of rotating machinery,"Zhen Xu, Yushan Chen, Teng Xiong, Youren Wang, Zhang Zhai",2026-08-12,2026-08-14,relevant,91,parametric-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.1088/1361-6501/ae989d,10.1088/1361-6501/ae989d,,2026,day,openalex,medium,2026-08-12,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-21,2026-08-14 07:53:50
From Faulty Memories to Corrected Actions: Dependency-Guided Rollback Repair for Memory-Augmented Agents,"C. X. Yu, Yiqi Wang, Jiaqi Zhang, Yiqun Duan, Mingkai Zheng, Zhangkai Wu, Kaize Shi, Taotao Cai",2026-08-11,2026-08-14,relevant,100,long-term-memory; benchmark; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.10502,10.48550/arxiv.2608.10502,2608.10502,2026,day,openalex,medium,2026-08-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-26,2026-08-14 07:53:26
SkillLens: Visual Skill Cards for Retrieval-Augmented GUI Action Prediction and On-Policy Distillation,"Zhou Liu, Ligang Huang, Zeli Su, Zewei Pan, Zhaoyang Han, Xing Chen, Yuanfeng Song, Wentao Zhang",2026-08-11,2026-08-13,relevant,100,memory-types; memory-policy; agent-memory; memory-systems; llm-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2608.10775,10.48550/arxiv.2608.10775,2608.10775,2026,day,openalex,medium,2026-08-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-26,2026-08-13 07:56:10
Efficient Reinforcement Learning for Long-Horizon Tool-Use Agentic Tasks,"Zelei Cheng, Amritansh Mishra, Sambit Sahu, William Campbell",2026-08-11,2026-08-14,relevant,99,benchmark; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2608.10357v1,,2608.10357,2026,day,arxiv,high,2026-08-11,66,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-19T07:08:23+00:00,"The available evidence is mixed or incomplete. Automated score 66/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Dataset documentation, quality control, licensing, or ethics is discussed.",,,,,0.9471,False,False,2026-08-11,2026-08-11,2026-08-14 07:53:26
Digital Cryptomnesia in an Artificial Agent: Documentation and Cure of Source-Monitoring Pathologies in a Persistent Memory System,Luiz Ribeiro,2026-08-11,2026-08-13,relevant,91,agent-memory; long-term-memory; memory-systems; llm-agents,openalex,https://github.com/one7L/digital-cryptomnesia/tree/v1.0,10.5281/zenodo.21880453,,2026,day,openalex,medium,2026-08-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-14,2026-08-13 07:56:26
MobileMem: Learning from a Year of Mobile Experiences,"Xinle Deng, Yida Xue, Xiangyuan Ru, Yijun Chen, Buqiang Xu, Mingjun Mao, Xinjie Liu, Haoming Xu, Shuofei Qiao, Mengru Wang, Chen Jiang, Yuchen Eleanor Jiang, Lizhong Wang, Jason Wang, Li Zeng, Haofen Wang, Guilin Qi, Huajun Chen, Ningyu Zhang",2026-08-11,2026-08-17,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,arxiv,https://arxiv.org/abs/2608.13606v2,,2608.13606,2026,day,arxiv,high,2026-08-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-08-17,2026-08-17,2026-08-17 07:18:23
When Agents Talk: Honeytokens under Shared Memory,Joshua S. Gans,2026-08-11,2026-08-13,relevant,91,long-term-memory; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2608.11436,10.48550/arxiv.2608.11436,2608.11436,2026,day,openalex,medium,2026-08-11,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-18,2026-08-13 07:56:06
"Development of the SecurePromptTrace Algorithm for Detecting Prompt Injection, Data Exfiltration, and Tool Misuse in Generative Artificial Intelligence Systems with Comparative Evaluation Against Keyword Filters, Classifier-Based Defenses, and Static Access Controls","Praise Elojo Attah, Lawrence Anebi Enyejo",2026-08-10,2026-08-18,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.38124/ijisrt/26aug331,10.38124/ijisrt/26aug331,,2026,day,openalex,medium,2026-08-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-12,2026-08-18 07:07:22
Mnemosyne Memory Engine v4.0.0 — Zero-Dependency AI Agent Memory System,Jingkun Hu,2026-08-10,2026-08-12,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21870790,10.5281/zenodo.21870790,,2026,day,openalex,medium,2026-08-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-11,2026-08-12 09:31:43
Muscle Memory for Agents: Compile not Merely Retrieve,"Pouya Ghiasnezhad Omran, Soujanya Lanka, Qin Zhang, Tanya Dixit",2026-08-10,2026-08-11,relevant,90,agent-memory; llm-agents; memory-systems,openalex; arxiv,https://arxiv.org/abs/2608.08995,10.48550/arxiv.2608.08995,2608.08995,2026,day,openalex,medium,2026-08-10,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-08-18,2026-08-11 07:39:50
